x, y, z
-1.802683,-2.463573,26.140238
-2.311403,-2.102526,27.699718
-1.841862,-2.483031,26.075186
-1.906204,-2.444496,26.010571
-2.308261,-1.805193,26.402319
-1.815993,-2.548689,26.019913
-2.031729,-2.594026,26.298340
-2.793190,-2.832555,25.736166
-3.118916,-2.240072,26.047522
-2.330989,-0.654794,27.514322
-2.504608,-1.929433,27.100702
-2.189932,-0.772148,27.191883
-2.602193,-0.824257,27.901802
-2.196363,-0.406969,27.098925
-2.202861,-0.770519,27.214060
-2.364028,-0.845089,27.141420
-2.185702,-0.820229,26.853384
-1.954654,-0.435790,26.676336
-1.658757,-2.067190,27.144548
-3.105982,-1.199450,26.747303
-2.285157,-0.354048,27.187698
-2.256526,-0.666157,27.359653
-2.370335,-0.696985,27.226168
-1.797291,-2.165991,27.342630
-2.332219,-0.366577,27.263510
-2.380371,-0.365778,27.359709
-2.349122,-0.366894,27.332853
-3.508924,-1.437081,27.200718
-3.789737,-2.060359,27.067434
-1.788702,0.292163,24.524290
-1.862213,-0.837679,24.241646
-1.914633,0.338755,24.822332
-2.110989,-0.907826,24.413626
-1.859491,-0.848844,24.298990
-1.872062,-0.000402,24.558445
-2.117979,0.172518,24.704741
-1.920390,0.242309,24.827606
-1.834418,0.117430,24.727316
-1.960599,0.222421,24.972254
-1.909153,0.196681,24.924580
-2.048619,-0.870313,24.422155
-1.964876,-0.881051,24.299925
-2.067115,-0.870802,24.433834
-2.007403,0.391872,24.895834
-1.929854,-0.789331,24.334414
-2.038976,-0.887301,24.400784
-1.889017,0.235776,24.794884
-1.962469,0.200529,24.924467
-2.220160,-1.101895,24.344120
-1.931750,-1.161244,24.834339
-1.892499,-2.513376,25.920412
-1.948767,-2.574841,26.129517
-2.714299,-1.910995,26.843193
-2.031347,-2.553307,26.021198
-1.025603,-0.555679,26.587309
-2.019669,-0.832846,27.247581
-2.575494,-2.063862,27.480312
-2.768333,-0.635323,27.247055
-2.686901,-0.723021,27.077030
-2.571376,-0.384737,27.294792
-2.738565,-0.330950,27.390940
-2.571416,-0.384438,27.268446
-2.588252,-0.382022,27.327299
-2.736256,-0.380690,27.532843
-2.433162,-0.540529,27.464344
-3.413484,-0.350564,27.568981
-3.286094,-0.085511,27.242279
-3.532049,-0.338505,27.707291
-3.485878,-0.342822,27.658325
-2.523288,-1.977018,27.297670
-3.586089,-0.280970,27.781452
-3.671339,-0.618655,27.960041
-3.687901,-3.014016,27.025591
-2.147192,-0.888161,24.469723
-2.120187,0.255688,25.030001
-1.948482,0.220363,24.960093
-1.937843,-1.096352,24.881378
-2.186363,0.111027,24.694321
-2.177616,-0.111459,24.609215
-1.871531,-0.001308,24.550358
-1.741937,-2.392115,25.922064
-2.088377,-2.534634,26.022091
-1.995662,-2.528865,25.975515
-3.063863,-3.103265,25.994366
-1.768547,-2.340296,25.937778
-1.093330,-1.936131,25.638149
-1.924999,-2.513189,26.196186
-3.638759,-2.605031,26.513369
-2.083791,-0.454845,27.222643
-3.222783,-1.679759,26.333151
-3.067789,-0.090158,26.576466
-2.207567,-2.409912,26.195398
-3.138904,-3.156603,26.176546
-2.145696,-2.490017,26.107998
-2.134309,-0.441937,27.353411
-2.164203,-2.582022,26.087843
-4.444242,-1.783277,27.882881
-3.267172,-1.457416,26.632504
-2.807918,-2.060609,27.743958
-2.127472,-2.176199,27.632277
-3.011131,-1.931575,27.700302
-2.460167,-0.622225,27.533152
-2.511522,-0.629607,27.598358
-3.231243,-2.188778,27.565447
-2.895561,-2.051701,27.846521
-5.403300,-1.400889,29.461102
-3.341831,-1.167079,27.183050
-3.470897,-3.022960,26.676035
-3.485090,-2.885673,26.809908
-3.688853,-2.990311,26.913610
-3.786566,-3.042569,27.000006
-2.986805,-0.534932,28.419519
-3.141194,-2.174090,26.108665
-2.904166,-0.125199,26.545052
-2.250338,-1.440787,27.608757
-3.623483,-1.873689,26.941305
-3.382607,-2.162519,27.970911
-4.372207,-1.991084,27.826645
-3.630964,-0.683685,28.052900
-3.654444,-0.391799,27.535011
-3.928028,-0.492353,28.457884
-3.055655,-2.794438,29.175901
-3.993378,-0.761103,28.166977
-2.457902,-2.149581,25.019241
-2.169037,-1.808077,24.857714
-2.000025,-1.179123,24.894890
-1.479757,-1.184900,26.309801
-1.871548,-1.347328,27.055819
-1.701298,-1.275987,26.749912
-1.670364,-2.523300,26.968533
-1.743445,-2.403892,25.913986
-1.757570,-1.711544,26.630733
-1.842343,-2.473283,26.074947
-1.917537,-2.580384,26.038368
-1.852563,-2.462596,25.978363
-2.639340,-2.399469,25.817020
-2.068559,-0.299129,27.293247
-2.827247,-1.755346,27.476498
-3.087003,-0.107539,26.620422
-1.551910,-1.017041,26.704863
-2.423068,-1.581168,26.854124
-3.177723,-1.742368,26.286648
-1.560905,-0.771232,26.817636
-3.282111,-1.794850,26.573231
-2.453075,-0.749176,27.681580
-2.458909,-0.659458,27.336979
-3.289366,-0.374603,27.397726
-2.774898,-0.742369,27.219259
-3.469014,-1.860769,26.782850
-1.773842,-0.569973,27.451328
-3.463780,-0.555881,27.473278
-4.172823,-2.894338,27.501173
-3.896298,-2.780386,27.211891
-2.813412,-1.012416,28.508627
-2.957160,-0.812362,28.829157
-3.484839,-1.868530,28.384407
-4.006293,-0.826171,29.940893
-4.563756,-2.029699,28.059988
-2.741313,-1.738041,28.388449
-2.912587,-2.362431,28.296507
-3.477345,-0.713806,29.057783
-2.503540,-2.686985,27.942081
-3.484876,-1.950095,29.828588
-4.707835,-2.121827,28.190924
-4.312541,-3.199843,27.751654
-3.815725,-1.980751,28.855490
-9.100841,-1.247910,37.426296
-4.611678,-2.032905,28.260740
-4.834568,-1.309572,30.490997
-3.568272,-1.907611,26.887402
-2.824145,-0.798684,28.553070
-2.879796,-0.872514,28.673794
-3.089260,-2.968518,29.540310
-3.816728,-1.972595,28.574617
-3.307892,-1.889746,28.208727
-5.041467,-2.158887,28.576162
-3.929059,-2.063698,28.832716
-4.932533,-1.321149,28.768780
-3.906096,-2.046086,28.609753
-4.719536,-1.533528,28.442327
-4.532858,-1.486119,28.257744
-5.449486,-2.215836,29.092363
-4.077255,-0.614141,29.297853
-5.797018,-1.922738,31.718172
-3.000641,-2.814246,29.425741
-5.259991,-2.309213,28.792080
-4.562439,-1.102553,28.333136
-5.031443,-1.760266,28.800001
-4.696632,-1.399555,31.630951
-2.087276,-1.839791,27.795277
-1.802326,-2.067678,27.630753
-3.777657,-2.793035,31.305038
-3.830602,-2.265517,29.089912
-5.402810,-2.236242,28.891222
-5.250329,-2.266380,28.877489
-5.012738,-2.366640,29.945063
-5.208119,-0.707524,30.555307
-1.972090,-1.311879,24.833920
-1.854310,0.057929,25.395123
-1.963188,0.125888,25.501944
-3.143536,-2.014170,26.154221
-3.186701,-1.625081,26.317974
-3.166468,-2.045969,26.176693
-3.197377,-0.124026,26.659943
-3.443916,-2.832551,26.597668
-1.939606,-1.663775,27.355894
-3.577027,-0.647440,27.301548
-3.764779,-1.871685,27.083467
-2.922853,-1.617586,28.884888
-2.893946,-1.985308,27.820347
-3.645410,-0.499481,27.475107
-3.207291,-0.757643,28.608324
-3.542267,-0.730365,29.163113
-3.867110,-0.864009,29.562342
-4.860693,-1.685736,28.422596
-2.643414,-2.470909,28.374058
-3.899087,-0.835643,28.564901
-3.399575,-0.683724,28.924877
-2.724436,-2.850781,29.367807
-3.020479,-2.973632,29.469604
-5.965333,-1.429915,29.804150
-3.662923,-2.135795,29.388784
-3.967181,-2.318852,29.788584
-4.315646,-3.828184,31.100872
-7.076876,-3.382892,33.582031
-4.067081,-2.183408,29.501711
-4.790684,-0.769223,30.329023
-8.078276,0.068134,32.607506
-3.224856,-1.118946,30.026897
-5.371088,-0.688077,30.783569
-1.109455,-0.553207,27.328272
-10.955050,-0.874095,34.034187
-2.693317,-3.518833,28.587969
-3.156877,-1.984109,26.172548
-3.208704,-1.337585,26.370111
-2.955575,-1.603265,26.093752
-3.200308,-0.049850,26.700468
-4.690997,-2.279673,28.108292
-4.095023,-1.631369,27.593185
-2.730964,-0.872024,28.427505
-4.826551,-2.159958,28.299046
-2.516502,-2.415732,28.148832
-2.683024,-2.444595,28.480915
-3.539540,-1.150374,28.393658
-3.529376,-0.797813,29.140867
-3.750877,-0.604314,28.621502
-4.536026,-1.086004,28.284960
-3.206957,-2.738152,29.062128
-1.803156,-2.330091,26.761549
-1.937114,-1.059009,24.890471
-1.869888,0.123856,25.204237
-1.768995,-2.358229,25.878128
-2.203981,-2.620936,26.127218
-2.097981,-2.547181,26.045443
-1.984092,-2.442059,26.003582
-1.917872,-2.368446,25.907011
